,Texto,Clase
2498,"– Gabriel Batistuta on the consolation of Messi breaking his record.[376]
",3
2499,"On 18 June 2016, in the quarter-final of the Copa América against Venezuela, Messi produced another man of the match performance,[377] assisting two goals and scoring another in a 4–1 victory, which enabled him to equal Gabriel Batistuta's national record of 54 goals in official international matches.[378] This record was broken three days later when Messi scored a free kick in a 4–0 semi-final win against hosts the United States; he also assisted two goals during the match as Argentina sealed a place in the final of the competition for a second consecutive year,[379] and was named man of the match once again.[380]
",3
2500,"During a repeat of the previous year's final on 26 June, Argentina once again lost to Chile on penalties after a 0–0 deadlock, resulting in Messi's third consecutive defeat in a major tournament final with Argentina, and his fourth overall. After the match, Messi, who had missed his penalty in the shootout, announced his retirement from international football.[381] He stated, ""I tried my hardest. The team has ended for me, a decision made.""[382] Chile coach Juan Antonio Pizzi said after the match, ""My generation can't compare him to Maradona that's for my generation, because of what Maradona did for Argentine football. But I think the best player ever played today here in the United States.""[383] Messi finished the tournament as the second highest scorer, behind Eduardo Vargas, with five goals, and was the highest assist provider with four assists, also winning more Man of the Match awards than any other player in the tournament (3);[384] he was named to the team of the tournament for his performances, but missed out on the Golden Ball Award for best player, which went to Alexis Sánchez.[385]
",3
2501,"Following his announcement, a campaign began in Argentina for Messi to change his mind about retiring.[386] He was greeted by fans with signs like ""Don't go, Leo"" when the team landed in Buenos Aires. President of Argentina Mauricio Macri urged Messi not to quit, stating, ""We are lucky, it is one of life's pleasures, it is a gift from God to have the best player in the world in a footballing country like ours... Lionel Messi is the greatest thing we have in Argentina and we must take care of him.""[387] Mayor of Buenos Aires Horacio Rodríguez Larreta unveiled a statue of Messi in the capital to convince him to reconsider retirement.[388] On social networks, NoTeVayasLeo became a global trending topic, and even a playlist on Spotify.[389] The campaign also continued in the streets and avenues of the Argentine capital, with about 50,000 supporters going to the Obelisco de Buenos Aires on 2 July, using the same slogan.[390]
",3
2502,"– Messi reversing his decision from retiring on 12 August 2016[391]
",3
2503,"Just a week after Messi announced his international retirement, Argentine newspaper La Nación reported that he was reconsidering playing for Argentina at the 2018 FIFA World Cup qualifiers in September.[392] On 12 August, it was confirmed that Messi had reversed his decision to retire from international football, and he was included in the squad for the national team's upcoming 2018 World Cup qualifiers.[393] On 1 September 2016, in his first game back, he scored in a 1–0 home win over Uruguay in a 2018 World Cup qualifier.[394]
",3
2504,"On 28 March 2017, Messi was suspended for four international games for insulting an assistant referee in a game against Chile on 23 March 2017. He was also fined CHF 10,000.[395][396] On 5 May 2017, Messi's four match ban as well as his 10,000 CHF fine was lifted by FIFA after Argentina Football Association appealed against his suspension, which meant he could now play Argentina's remaining World Cup Qualifiers.[397] Argentina's place in the 2018 World Cup was in jeopardy going into their final qualifying match as they were sixth in their group, outside the five possible CONMEBOL World Cup qualifying spots, meaning they risked failing to qualify for the World Cup for the first time since 1970. On 10 October 2017, Messi led his country to World Cup qualification in scoring a hat-trick as Argentina came from behind to defeat Ecuador 3–1 away; Argentina had not defeated Ecuador in Quito since 2001.[398] Messi's three goals saw him become the joint all-time leading scorer in CONMEBOL World Cup qualifiers with 21 goals, alongside Uruguay's Luis Suárez, overtaking the previous record which was held by compatriot Hernán Crespo.[398]
",3
2505,"– Former Argentine player Osvaldo Ardiles on the decline in quality of Argentina being masked by Messi.[399]
",3
2506,"Following on from their poor qualification campaign, salvaged by Messi, expectations were not high going into the 2018 World Cup, with the team, without an injured Messi, losing 6–1 to Spain in March 2018.[400][401] Prior to Argentina's opener, there was speculation in the media over whether this would be Messi's final World Cup.[402] In the team's opening group match against Iceland on 16 June, Messi missed a potential match-winning penalty in an eventual 1–1 draw.[403] In Argentina's second game of the 2018 World Cup on 21 June, the team lost 3–0 to Croatia. Post match the Argentina coach Jorge Sampaoli spoke of the lack of quality in the team surrounding Messi, ""the reality of the Argentina squad clouds his [Messi's] brilliance"".[404] Messi had just 49 touches of the ball and only two inside the Croatia penalty area.[405] Sampaoli stated, ""we quite simply couldn't pass to him to help him generate the situations he is used to. We worked to give him the ball but the opponent also worked hard to prevent him from getting the ball. We lost that battle.""[404] Croatia midfielder Luka Modrić also stated post match, ""Messi is an incredible player but he can't do everything alone.""[405]
",3
2507,"In Argentina's final group match against Nigeria at the Krestovsky Stadium, Saint Petersburg on 26 June, Messi scored the opening goal in an eventual 2–1 victory, becoming the third Argentine after Diego Maradona and Gabriel Batistuta to score in three different World Cups; he also became the first player to score in the World Cup in his teens, twenties, and his thirties.[406] A goal of the tournament contender, Messi received a long pass from midfield and controlled the ball on the run with two touches before striking it across goal into the net with his weaker right foot.[407][408] Argentina progressed to the second round as group runners-up behind Croatia.[409] In the round of 16 match against eventual champions France on 30 June, Messi set up Gabriel Mercado's and Sergio Agüero's goals in a 4–3 defeat, which saw Argentina eliminated from the World Cup.[410] With his two assists in his team's second round fixture, Messi became the first player to provide an assist in the last four World Cups, and also became the first player to provide two assists in a match for Argentina since Diego Maradona had managed the same feat against South Korea in 1986.[411][412]
",3
2508,"Following the tournament, Messi stated that he would not participate in Argentina's friendlies against Guatemala and Colombia in September 2018, and commented that it would be unlikely that he would represent his nation for the remainder of the calendar year. Messi's absence from the national team and his continued failure to win a title with Argentina prompted speculation in the media that Messi might retire from international football once again.[413] In March 2019, however, he was called up to the Argentina squad once again for the team's friendlies against Venezuela and Morocco later that month.[414] He made his international return on 22 March, in a 3–1 friendly defeat to Venezuela, in Madrid.[415]
",3
2509,"On 21 May 2019, Messi was included in Lionel Scaloni's final 23-man Argentina squad for the 2019 Copa América.[416] In Argentina's second group match of the tournament on 19 June, Messi scored the equalising goal from the penalty spot in a 1–1 draw against Paraguay.[417] After coming under criticism in the media over his performance following Argentina's 2–0 victory over Venezuela in the quarter-finals at the Maracanã Stadium on 28 June, Messi commented that it had not been his best Copa América, while also criticising the poor quality of the pitches.[418] Following Argentina's 2–0 defeat to hosts Brazil in the semi-finals on 2 July, Messi was critical of the refereeing during the match.[419] In the third-place match against Chile on 6 July, Messi set-up Agüero's opening goal from a free kick in an eventual 2–1 win, to help Argentina capture the bronze medal; however, he was sent off along with Gary Medel in the 37th minute of play, after being involved in an altercation with the Chilean.[420] Following the match, Messi refused to collect his medal, and implied in a post-match interview that his comments following the semi-final led to his sending off.[421] Messi later issued an apology for his comments, but was fined $1,500 and was handed a one-match ban by CONMEBOL, which ruled him out of Argentina's next World Cup qualifier.[422] On 2 August, Messi was banned for three months from international football and was fined $50,000 by CONMEBOL for his comments against the referee's decisions; this ban meant he would miss Argentina's friendly matches against Chile, Mexico and Germany in September and October.[423]
",3
2510,"On 10 September 2020, Argentina FA announced that Messi's one match suspension was lifted and he would be available to play the qualifiers next month.[424] On 18 September, Messi was called up to the Argentina squad for the World Cup qualifiers against Ecuador and Bolivia in October.[425]
",3
2511,"Due to his short stature, Messi has a lower centre of gravity than taller players, which gives him greater agility, allowing him to change direction more quickly and evade opposing tackles;[426][427] this has led the Spanish media to dub him La Pulga Atómica (""The Atomic Flea"").[428][429][430] Despite being physically unimposing, he possesses significant upper-body strength, which, combined with his low centre of gravity and resulting balance, aids him in withstanding physical challenges from opponents; he has consequently been noted for his lack of diving in a sport rife with playacting.[18][427][431] His short, strong legs allow him to excel in short bursts of acceleration while his quick feet enable him to retain control of the ball when dribbling at speed.[432] His former Barcelona manager Pep Guardiola once stated, ""Messi is the only player that runs faster with the ball than he does without it.""[47] Although he has improved his ability with his weaker foot since his mid-20s, Messi is predominantly a left-footed player; with the outside of his left foot, he usually begins dribbling runs, while he uses the inside of his foot to finish and provide passes and assists.[433][434]
",3
2512,"A prolific goalscorer, Messi is known for his finishing, positioning, quick reactions, and ability to make attacking runs to beat the defensive line. He also functions in a playmaking  role, courtesy of his vision and range of passing. He has often been described as a conjurer, creating goals and opportunities where seemingly none exist.[435][436][437] Moreover, he is an accurate free kick and penalty kick taker.[427][438] With his conversion rate from his bending free kicks increasing over time Messi has developed into one of the best free kick exponents in the world.[439]
",3
2513,"Messi's pace and technical ability enable him to undertake individual dribbling runs towards goal, in particular during counterattacks, usually starting from the halfway line or the right side of the pitch.[426][431][438][440] Widely considered to be the best dribbler in the world,[441] and one of the greatest of all time,[442] with regard to this ability, his former Argentina manager Diego Maradona has said of him, ""The ball stays glued to his foot; I've seen great players in my career, but I've never seen anyone with Messi's ball control.""[434] Beyond his individual qualities, he is also a well-rounded, hard-working team player, known for his creative combinations, in particular with former Barcelona midfielders Xavi and Andrés Iniesta.[426][427]
",3
2514,"Tactically, Messi plays in a free attacking role; a versatile player, he is capable of attacking on either wing or through the centre of the pitch. His favoured position in childhood was the playmaker behind two strikers, known as the enganche in Argentine football, but he began his career in Spain as a left-winger or left-sided forward.[342] Upon his first-team debut, he was moved onto the right wing by manager Frank Rijkaard; from this position, he could more easily cut through the defence into the middle of the pitch and curl shots on goal with his left foot, rather than predominantly cross balls for teammates.[47] Under Guardiola and subsequent managers, he most often played in a false nine role; positioned as a centre-forward or lone striker, he would roam the centre, often moving deep into midfield and drawing defenders with him, in order to create and exploit spaces for passes, other teammates' attacking runs off the ball, Messi's own dribbling runs, or combinations with Xavi and Iniesta.[25] Under the stewardship of Luis Enrique, Messi initially returned to playing in the right-sided position that characterised much of his early career in the manager's 4–3–3 formation,[175][443] while he was increasingly deployed in a deeper, free playmaking role in later seasons.[444][445] Under manager Ernesto Valverde, Messi played in a variety of roles. While he occasionally continued to be deployed in a deeper role, from which he could make runs from behind into the box,[446] or even on the right wing[447] or as a false nine,[448][449] he was also used in a more offensive, central role in a 4–2–3–1,[445] or as a second striker in a 4–4–2 formation, where he was once again given the licence to drop deep, link-up with midfielders, orchestrate his teams attacking plays, and create chances for his attacking partner Suárez.[450][451]
",3
2515,"As his career advanced, and his tendency to dribble diminished slightly with age, Messi began to dictate play in deeper areas of the pitch, and developed into one of the best passers and playmakers in football history.[452][453][454] His work-rate off the ball and defensive responsibilities also decreased as his career progressed; by covering less ground on the pitch, and instead conserving his energy for short bursts of speed, he was able to improve his efficiency, movement, and positional play, and was also able to avoid muscular injuries, despite often playing a large number of matches throughout a particular season on a consistent basis. Indeed, while he was injury-prone in his early career, he was later able to improve his injury record by running less off the ball, and by adopting a stricter diet, training regime, and sleep schedule.[455] With the Argentina national team, Messi has similarly played anywhere along the frontline; under various managers, he has been employed on the right wing, as a false nine, as an out-and-out striker, in a supporting role alongside another forward, or in a deeper, free creative role as a classic number 10 playmaker or attacking midfielder behind the strikers.[347][456]
",3
2516,"– Diego Maradona hailing the 18-year-old Messi as his successor in February 2006[69]
",3
2517,"A prodigious talent as a teenager, Messi established himself among the world's best players before age 20.[62] Diego Maradona considered the 18-year-old Messi the best player in the world alongside Ronaldinho, while the Brazilian himself, shortly after winning the Ballon d'Or, commented, ""I'm not even the best at Barça"", in reference to his protégé.[457][458] Four years later, after Messi had won his first Ballon d'Or by a record margin,[76] the public debate regarding his qualities as a player moved beyond his status in contemporary football to the possibility that he was one of the greatest players in history.[14][431][459] An early proponent was his then-manager Pep Guardiola, who, as early as August 2009, declared Messi to be the best player he had ever seen.[460] In the following years, this opinion gained greater acceptance among pundits, managers, former and current players,[117][461] and by the end of Barça's second treble-winning season, Messi's superiority, ahead of Maradona and Pelé, had become the apparent view among many fans and pundits in continental Europe.[462][463] A frequent dismissal, however, has centred on the fact that Messi has not won the FIFA World Cup or any other major trophy with Argentina, leading the majority in the sport to instead cite him as arguably the best club player in history.[464]
.mw-parser-output .tmulti .thumbinner{display:flex;flex-direction:column}.mw-parser-output .tmulti .trow{display:flex;flex-direction:row;clear:left;flex-wrap:wrap;width:100%;box-sizing:border-box}.mw-parser-output .tmulti .tsingle{margin:1px;float:left}.mw-parser-output .tmulti .theader{clear:both;font-weight:bold;text-align:center;align-self:center;background-color:transparent;width:100%}.mw-parser-output .tmulti .thumbcaption{background-color:transparent}.mw-parser-output .tmulti .text-align-left{text-align:left}.mw-parser-output .tmulti .text-align-right{text-align:right}.mw-parser-output .tmulti .text-align-center{text-align:center}@media all and (max-width:720px){.mw-parser-output .tmulti .thumbinner{width:100%!important;box-sizing:border-box;max-width:none!important;align-items:center}.mw-parser-output .tmulti .trow{justify-content:center}.mw-parser-output .tmulti .tsingle{float:none!important;max-width:100%!important;box-sizing:border-box;text-align:center}.mw-parser-output .tmulti .tsingle .thumbcaption{text-align:left}.mw-parser-output .tmulti .trow>.thumbcaption{text-align:center}}",3
2518,"Throughout his career, Messi has been compared with his late compatriot Diego Maradona, due to their similar playing styles as diminutive, left-footed dribblers. Initially, he was merely one of many young Argentine players, including his boyhood idol Pablo Aimar, to receive the ""New Maradona"" moniker, but as his career progressed, Messi proved his similarity beyond all previous contenders, establishing himself as the greatest player Argentina had produced since Maradona.[22][340] Jorge Valdano, who won the 1986 World Cup alongside Maradona, said in October 2013, ""Messi is Maradona every day. For the last five years, Messi has been the Maradona of the World Cup in Mexico.""[465] César Menotti, who as manager orchestrated their 1978 World Cup victory, echoed this sentiment when he opined that Messi plays ""at the level of the best Maradona"".[466] Other notable Argentines in the sport, such as Osvaldo Ardiles, Javier Zanetti, and Diego Simeone, have expressed their belief that Messi has overtaken Maradona as the best player in history.[467][468][469]
",3
2519,"In Argentine society, Messi is generally held in lesser esteem than Maradona, a consequence of not only his perceived uneven performances with the national team, but also of differences in class, personality, and background. Messi is in some ways the antithesis of his predecessor: where Maradona was an extroverted, controversial character who rose to greatness from the slums, Messi is reserved and unassuming, an unremarkable man outside of football.[313][470][471] An enduring mark against him is the fact that, through no fault of his own, he never proved himself in the Argentine Primera División as an upcoming player, achieving stardom overseas from a young age,[18][313] while his lack of outward passion for the Albiceleste shirt (he does not sing the national anthem and is disinclined to emotional displays) have in the past led to the false perception that he felt Catalan rather than truly Argentine.[346] Despite having lived in Spain since age 13, Messi has said: ""Argentina is my country, my family, my way of expressing myself. I would change all my records to make the people in my country happy.""[472] Moreover, several pundits and footballing figures, including Maradona, have also questioned Messi's leadership with Argentina at times, despite his playing ability.[473][474][475]
",3
2520,"Among his contemporary peers, Messi is most often compared and contrasted with Portuguese forward Cristiano Ronaldo, as part of an ongoing rivalry that has been compared to past sports rivalries like the Muhammad Ali–Joe Frazier rivalry in boxing, the Björn Borg–John McEnroe rivalry in tennis, and the Ayrton Senna–Alain Prost rivalry from Formula One motor racing.[476][477]
",3
2521,"Although Messi has at times denied any rivalry,[478][479] they are widely believed to push one another in their aim to be the best player in the world:[163] since 2008, Messi has won six Ballons d'Or to Ronaldo's five,[480] six FIFA World's Best Player awards to Ronaldo's five, and six European Golden Shoes to Ronaldo's four.[481] Pundits and fans regularly argue the individual merits of both players;[163][482] beyond their playing styles, the debate also revolves around their differing physiques – Ronaldo is 1.87 m (6 ft 1 1⁄2 in) with a muscular build – and contrasting public personalities, with Ronaldo's self-confidence and theatrics a foil to Messi's humility.[483][484][485] From 2009–10 to 2017–18, Messi faced Ronaldo at least twice every season in El Clásico, which ranks among the world's most viewed annual sports events.[486] Off the pitch, Ronaldo is his direct competitor in terms of salary, sponsorships, and social media fanbase.[486]
",3
2522,"According to France Football, Messi was the world's highest-paid footballer for five years out of six between 2009 and 2014; he was the first player to exceed the €40 million benchmark, with earnings of €41 million in 2013, and the €50–€60 million points, with income of €65 million in 2014.[168][487] Messi was second on Forbes list of the world's highest-paid athletes (after Cristiano Ronaldo) with income of $81.4 million from his salary and endorsements in 2015–16.[488] In 2018 he was the first player to exceed the €100m benchmark for a calendar year, with earnings of €126m ($154m) in combined income from salaries, bonuses and endorsements.[489] Forbes ranked him the world's highest-paid athlete in 2019.[490] Since 2008, he has been Barcelona's highest-paid player, receiving a salary that increased incrementally from €7.8 million to €13 million over the next five years.[82][83][149] Signing a new Barcelona contract in 2017, he earns $667,000 per week in wages, and Barcelona also paid him $59.6 million as a signing on bonus.[491] His buyout clause is set at $835 million (€700 million).[491] In 2020, Messi became the second footballer (and second athlete in a team sport), after Cristiano Ronaldo, to surpass $1 billion in earnings during their careers.[11]
",3
2523,"In addition to his salary and bonuses, much of his income derives from endorsements; SportsPro has consequently cited him as one of the world's most marketable athletes every year since their research began in 2010.[492] His main sponsor since 2006 is the sportswear company Adidas. As Barcelona's leading youth prospect, he had been signed with Nike since age 14, but transferred to Adidas after they successfully challenged their rival's claim to his image rights in court.[493] Over time, Messi established himself as their leading brand endorser;[486] from 2008, he had a long-running signature collection of Adidas F50 boots, and in 2015, he became the first footballer to receive his own sub-brand of Adidas boots, the Adidas Messi.[494][495] Since 2017, Messi has worn the latest version of the Adidas Nemeziz.[496] In 2015, a Barcelona jersey with Messi's name and number (Messi, 10) was the best-selling replica jersey worldwide.[497]
",3
2524,"As a commercial entity, Messi's marketing brand has been based exclusively on his talents and achievements as a player, in contrast to arguably more glamorous players like Cristiano Ronaldo and David Beckham. At the start of his career, he thus mainly held sponsorship contracts with companies that employ sports-oriented marketing, such as Adidas, Pepsi, and Konami.[499][500] From 2010 onwards, concurrently with his increased achievements as a player, his marketing appeal widened, leading to long-term endorsement deals with luxury brands Dolce & Gabbana and Audemars Piguet.[499][501] Messi is also a global brand ambassador for Gillette, Turkish Airlines, Ooredoo, and Tata Motors, among other companies.[502][503][504][505] Additionally, Messi was the face of Konami's video game series Pro Evolution Soccer, appearing on the covers of PES 2009, PES 2010, PES 2011 and PES 2020. He subsequently signed with rival company EA Sports to become the face of their series FIFA and has since appeared on four consecutive covers from FIFA 13 to FIFA 16.[506][507]
",3
2525,"Messi's global popularity and influence are well documented. He was among the Time 100, an annual list of the world's most influential people as published by Time, in 2011 and 2012.[508][509] His fanbase on the social media website Facebook is among the largest of all public figures: within seven hours of its launch in April 2011, Messi's Facebook page had nearly seven million followers, and by August 2020 he had over 101 million followers, the second highest for a sportsperson after Cristiano Ronaldo.[510][511] He has over 175 million Instagram followers, the second highest for a sportsperson after Cristiano Ronaldo.[512] According to a 2014 survey by sports research firm Repucom in 15 international markets, Messi was familiar to 87% of respondents around the world, of whom 78% perceived him favourably, making him the second-most recognised player globally, behind Ronaldo, and the most likable of all contemporary players.[513][514]
",3
2526,"Other events have illustrated Messi's presence in popular culture. A solid gold replica of his left foot, weighing 25 kg (55 lb) and valued at $5.25 million, went on sale in Japan in March 2013 to raise funds for victims of the 2011 Tōhoku earthquake and tsunami.[515] A 2013 Turkish Airlines advertisement starring Messi, in which he engages in a selfie competition with then-Los Angeles Lakers star Kobe Bryant, was the most-watched ad on YouTube in the year of its release, receiving 137 million views, and was subsequently voted the best advertisement of the 2005–15 decade to commemorate YouTube's founding.[516][517] World Press Photo selected ""The Final Game"", a photograph of Messi facing the World Cup trophy after Argentina's final defeat to Germany, as the best sports image of 2014.[518] Messi, a documentary about his life by filmmaker Álex de la Iglesia, premiered at the Venice Film Festival in August 2014.[519] Born in a zoo at Saransk, Mordovia, Russia in late 2015, Messi, a pet cougar who became popular on social media, was named after the player.[520]
",3
2527,"Since 2008, Messi has been in a relationship with Antonella Roccuzzo, a fellow native of Rosario.[521] He has known Roccuzzo since he was five years old, as she is the cousin of his best friend since childhood, Lucas Scaglia, who is also a football player.[522] After keeping their relationship private for a year, Messi first confirmed their romance in an interview in January 2009, before going public a month later during a carnival in Sitges after the Barcelona–Espanyol derby.
",3
2528,"– Endocrinologist Dr. Diego Schwarzstein addressed Messi's growth hormone deficiency from 1997 to 2001. According to Bleacher Report's Richard Fitzpatrick, ""Schwarzstein and Messi built up a close relationship during more than four years of treatment.""[523]
",3
2529,"Messi and Roccuzzo have three sons: Thiago (born 2012), Mateo (born 2015) and Ciro (born 2018). To celebrate his partner's first pregnancy, Messi placed the ball under his shirt after scoring in Argentina's 4–0 win against Ecuador on 2 June 2012, before confirming the pregnancy in an interview two weeks later.[524] Thiago was born in Barcelona on 2 November 2012, with Messi attending the birth after being given permission by Barcelona to miss training. He announced his son's arrival on his Facebook page, writing, ""Today I am the happiest man in the world, my son was born and thanks to God for this gift!""[525] Thiago's name and handprints are tattooed on his left calf.[152] In April 2015, Messi confirmed on Facebook that they were expecting another child.[526] He missed training ahead of a match against Atlético Madrid to attend the birth of his second son, Mateo, on 11 September 2015 in Barcelona.[527] On 30 June 2017, he married Roccuzzo at a luxury hotel named Hotel City Center in Rosario with about 260 guests attending his wedding.[528] On 15 October 2017, his wife announced they were expecting their third child in an Instagram post, with the words ""Family of 5"".[529][530] On 10 March 2018, Messi skipped the match against Málaga after Ciro was born.[531]
",3
2530,"Messi enjoys a close relationship with his immediate family members, particularly his mother, Celia, whose face he has tattooed on his left shoulder. His professional affairs are largely run as a family business: his father, Jorge, has been his agent since he was 14, and his oldest brother, Rodrigo, handles his daily schedule and publicity. His mother and other brother, Matías, manage his charitable organisation, the Leo Messi Foundation, and take care of personal and professional matters in Rosario.[532]
",3
2531,"Since leaving for Spain at age 13, Messi has maintained close ties to his hometown of Rosario, even preserving his distinct Rosarino accent. He has kept ownership of his family's old house, although it has long stood empty; he maintains a penthouse apartment in an exclusive residential building for his mother, as well as a family compound just outside the city. Once when he was in training with the national team in Buenos Aires, he made a three-hour trip by car to Rosario immediately after practice to have dinner with his family, spent the night with them, and returned to Buenos Aires the next day in time for practice. Messi keeps in daily contact via phone and text with a small group of confidants in Rosario, most of whom were fellow members of ""The Machine of '87"" at Newell's Old Boys. He currently lives in Castelldefels, a village near Barcelona. Although considered a one-club man, he has long planned to return to Rosario to end his playing career at Newell's. He was on bad terms with the club after his transfer to Barcelona, but by 2012 their public feud had ended, with Newell's embracing their ties with Messi, even issuing a club membership card to his newborn son.[18][533][534]
",3
2532,"According to a genealogical research conducted by Diari Segre in 2011, Messi is a fourth cousin of former teammate Bojan Krkić.[535] The finding had a very significant coverage in Spanish media: it was reported by all four major sports newspapers[536][537][538][539] and by some of the largest general-interest newspapers, including ABC and La Vanguardia.[540][541][542]
",3
2533,"Throughout his career, Messi has been involved in charitable efforts aimed at vulnerable children, a commitment that stems in part from the medical difficulties he faced in his own childhood. Since 2004, he has contributed his time and finances to the United Nations Children's Fund (UNICEF), an organisation with which Barcelona also have a strong association.[543][544] Messi has served as a UNICEF goodwill ambassador since his appointment in March 2010, completing his first field mission for the organisation four months later as he travelled to Haiti to bring public awareness to the plight of the country's children in the wake of the recent earthquake. He has since participated in UNICEF campaigns targeting HIV prevention, education, and the social inclusion of disabled children.[545] To celebrate his son's first birthday, in November 2013, Messi and Thiago were part of a publicity campaign to raise awareness of mortality rates among disadvantaged children.[546]
",3
2534,"In addition to his work with UNICEF, Messi founded his own charitable organisation, the Leo Messi Foundation, which supports access to health care, education, and sport for children.[547] It was established in 2007 following a visit Messi paid to a hospital for terminally ill children in Boston, an experience that resonated with him to the point that he decided to reinvest part of his earnings into society.[533] Through his foundation, Messi has awarded research grants, financed medical training, and invested in the development of medical centres and projects in Argentina, Spain, and elsewhere in the world.[533][548] In addition to his own fundraising activities, such as his global ""Messi and Friends"" football matches, his foundation receives financial support from various companies to which he has assigned his name in endorsement agreements, with Adidas as their main sponsor.[549][550]
",3
2535,"Messi has also invested in youth football in Argentina: he financially supports Sarmiento, a football club based in the Rosario neighbourhood where he was born, committing in 2013 to the refurbishment of their facilities and the installation of all-weather pitches, and funds the management of several youth players at Newell's Old Boys and rival club Rosario Central, as well as at River Plate and Boca Juniors in Buenos Aires.[533] At Newell's Old Boys, his boyhood club, he funded the 2012 construction of a new gymnasium and a dormitory inside the club's stadium for their youth academy. His former youth coach at Newell's, Ernesto Vecchio, is employed by the Leo Messi Foundation as a talent scout for young players.[18] On 7 June 2016, Messi won a libel case against La Razón newspaper and was awarded €65,000 in damages, which he donated to the charity Médecins Sans Frontières.[551] Messi made a donation worth €1 million ($1.1 million) to fight the spread of coronavirus.[552] This was split between Clinic Barcelona hospital in Barcelona, Spain and his native Argentina.[553] In addition to this, Messi along with his fellow FC Barcelona teammates announced he will be taking a 70% cut in salaries during the coronavirus emergency, and contribute further to the club to provide fully to salaries of all the clubs employees.[554]
",3
2536,"In November 2016, with the Argentine Football Association being run by a FIFA committee for emergency due to an economic crisis, it was reported that three of the national team's security staff told Messi that they had not received their salaries for six months. He stepped in and paid the salaries of the three members.[555][556] In February 2021, Messi donated his Adidas shoes to the Museu Nacional d'Art de Catalunya which he wore when he scored his 644th goal for Barcelona and broke Pelé's record for most goals scored for a single club, with the shoes being later auctioned off in April by the museum for charity to help children with cancer.[557]
",3
2537,"Messi's financial affairs came under investigation in 2013 for suspected tax evasion. Offshore companies in tax havens Uruguay and Belize were used to evade €4.1 million in taxes related to sponsorship earnings between 2007 and 2009. An unrelated shell company in Panama set up in 2012 was subsequently identified as belonging to the Messis in the Panama Papers data leak. Messi, who pleaded ignorance of the alleged scheme, voluntarily paid arrears of €5.1 million in August 2013. On 6 July 2016, Messi and his father were both found guilty of tax fraud and were handed suspended 21-month prison sentences and respectively ordered to pay €1.7 million and €1.4 million in fines.[558] Facing the judge, he said, ""I just played football. I signed the contracts because I trusted my dad and the lawyers and we had decided that they would take charge of those things.""[559]
",3
2538,"Barcelona[569]
",3
2539,"Argentina U20
",3
2540,"Argentina Olympic team
",3
2541,"Bibliography
",3
2542,"
",3
2543,"
",3
2544,"
",3
2545,"Portuguese professional footballer
",3
2546,"Eponyms
",3
2547,"Films
",3
2548,"Cristiano Ronaldo dos Santos Aveiro GOIH ComM (Portuguese pronunciation: [kɾiʃˈtjɐnu ʁɔˈnaɫdu]; born 5 February 1985) is a Portuguese professional footballer who plays as a forward for Serie A club Juventus and captains the Portugal national team. Often considered the best player in the world and  widely regarded as one of the greatest players of all time, Ronaldo has won five Ballon d'Or awards[note 3] and four European Golden Shoes, both of which are records for a European player, and was named to the Ballon d'Or Dream Team in 2020. He has won 31 major trophies in his career, including seven league titles, five UEFA Champions Leagues, one UEFA European Championship, and one UEFA Nations League title. Ronaldo holds the records for the most goals (134) and assists (42) in the history of the UEFA Champions League.[10] He is one of the few recorded players to have made over 1,000 professional career appearances and has scored over 780 senior career goals for club and country.[11] He is also the second male to score 100 international goals and the first European one to achieve the feat.[12]
",3
2549,"Born and raised in Madeira, Ronaldo began his senior club career playing for Sporting CP, before signing with Manchester United in 2003, aged 18. After winning the FA Cup in his first season, he helped United win three successive Premier League titles, the UEFA Champions League, and the FIFA Club World Cup; at age 23, he won his first Ballon d'Or. In 2009, Ronaldo was the subject of the then-most expensive association football transfer when signed for Real Madrid in a transfer worth €94 million (£80 million). There, he won 15 trophies, including two La Liga titles, two Copas del Rey, and four UEFA Champions League titles, and became the club's all-time top goalscorer. After joining Madrid, Ronaldo finished runner-up for the Ballon d'Or three times, behind Lionel Messi – his perceived career rival – before winning back-to-back Ballons d'Or from 2013–2014 and again from 2016–2017. After winning a third consecutive Champions League title in 2018, Ronaldo became the first player to win the trophy five times.[13] In 2018, he signed for Juventus in a transfer worth an initial €100 million (£88 million), the highest fee ever paid by an Italian club and the highest ever paid for a player over 30 years old. He won the Serie A title in his first two seasons with the club.
",3
2550,"Ronaldo made his senior international debut for Portugal in 2003 at age 18, and has since earned 170 caps, including appearing and scoring in ten major tournaments, becoming Portugal's most capped player and his country's all-time top goalscorer. He scored his first international goal at Euro 2004 where he helped Portugal reach the final and assumed full captaincy of the national team in July 2008. In 2015 Ronaldo was named the best Portuguese player of all time by the Portuguese Football Federation. The following year he led Portugal to their first triumph in a major tournament by winning Euro 2016, and received the Silver Boot as the second-highest goalscorer of the tournament.
",3
2551,"One of the most marketable and famous athletes in the world, Ronaldo was ranked the world's highest-paid athlete by Forbes in 2016 and 2017 and the world's most famous athlete by ESPN from 2016 to 2019. Time included him on their list of the 100 most influential people in the world in 2014.[14] Ronaldo is the first footballer, as well as only the third sportsman, to earn $1 billion in their career.[15]
",3
